,State,County,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
54566,NC,Stanly,2008,2.94,236.99,193.09,127.32
54567,NC,Stanly,2009,-0.4,236.05,192.33,126.81
54568,NC,Stanly,2010,-4.3,225.89,184.05,121.36
54569,NC,Stanly,2011,-5.73,212.96,173.51,114.41
54570,NC,Stanly,2012,-1.85,209.02,170.31,112.29
54571,NC,Stanly,2013,-1.45,206,167.84,110.67
54572,NC,Stanly,2014,-0.09,205.81,167.69,110.57
54573,NC,Stanly,2015,3.11,212.21,172.91,114.01
54574,NC,Stanly,2016,0.78,213.86,174.25,114.89
54575,NC,Stanly,2017,6.69,228.17,185.91,122.58
54576,NC,Stanly,2018,6.33,242.61,197.67,130.34
54589,NC,Stokes,1990,4.06,177.8,100,70.99
54590,NC,Stokes,1991,3.7,184.39,103.7,73.62
54591,NC,Stokes,1992,0.91,186.07,104.65,74.29
54592,NC,Stokes,1993,0.41,186.84,105.08,74.6
54593,NC,Stokes,1994,6.96,199.85,112.4,79.79
54594,NC,Stokes,1995,5.91,211.65,119.04,84.5
54595,NC,Stokes,1996,2.95,217.89,122.54,87
54596,NC,Stokes,1997,7.91,235.13,132.24,93.88
54597,NC,Stokes,1998,1.78,239.31,134.59,95.55
54598,NC,Stokes,1999,0.31,240.05,135.01,95.84
54599,NC,Stokes,2000,4.34,250.46,140.86,100
54600,NC,Stokes,2001,4.84,262.59,147.69,104.84
54601,NC,Stokes,2002,2.15,268.24,150.86,107.1
54602,NC,Stokes,2003,0.97,270.83,152.32,108.13
54603,NC,Stokes,2004,2.27,276.98,155.78,110.59
54604,NC,Stokes,2005,5.58,292.44,164.47,116.76
54605,NC,Stokes,2006,5.2,307.63,173.02,122.83
54606,NC,Stokes,2007,1.27,311.54,175.21,124.39
54607,NC,Stokes,2008,-0.15,311.06,174.95,124.2
54608,NC,Stokes,2009,-2.96,301.85,169.77,120.52
54609,NC,Stokes,2010,-1.18,298.3,167.77,119.1
54610,NC,Stokes,2011,-3.34,288.35,162.17,115.13
54611,NC,Stokes,2012,-0.94,285.64,160.65,114.05
54612,NC,Stokes,2013,-3.25,276.36,155.43,110.34
54613,NC,Stokes,2014,-0.34,275.42,154.9,109.97
54614,NC,Stokes,2015,2.23,281.57,158.36,112.42
54615,NC,Stokes,2016,0.9,284.11,159.79,113.44
54616,NC,Stokes,2017,3.43,293.87,165.28,117.33
54617,NC,Stokes,2018,9.78,322.59,181.43,128.8
54622,NC,Surry,1990,4.37,117.64,100,62.49
54623,NC,Surry,1991,5.5,124.12,105.5,65.93
54624,NC,Surry,1992,2.72,127.5,108.38,67.72
54625,NC,Surry,1993,3.17,131.53,111.81,69.87
54626,NC,Surry,1994,4.3,137.18,116.61,72.87
54627,NC,Surry,1995,8.82,149.29,126.9,79.3
54628,NC,Surry,1996,4.65,156.22,132.8,82.98
54629,NC,Surry,1997,7.07,167.27,142.19,88.85
54630,NC,Surry,1998,3.54,173.19,147.22,92
54631,NC,Surry,1999,3.67,179.55,152.62,95.37
54632,NC,Surry,2000,4.85,188.26,160.03,100
54633,NC,Surry,2001,2.65,193.25,164.27,102.65
54634,NC,Surry,2002,1.94,197.01,167.46,104.65
54635,NC,Surry,2003,1.16,199.3,169.41,105.86
54636,NC,Surry,2004,1.68,202.65,172.26,107.65
54637,NC,Surry,2005,4.36,211.48,179.77,112.34
54638,NC,Surry,2006,3.11,218.06,185.37,115.83
54639,NC,Surry,2007,3.92,226.62,192.64,120.38
54640,NC,Surry,2008,2.18,231.57,196.85,123.01
54641,NC,Surry,2009,-2.42,225.96,192.08,120.03
54642,NC,Surry,2010,-4.59,215.58,183.25,114.51
54643,NC,Surry,2011,-2.35,210.53,178.96,111.83
54644,NC,Surry,2012,0.75,212.11,180.3,112.67
54645,NC,Surry,2013,-2.85,206.06,175.16,109.46
54646,NC,Surry,2014,0.09,206.25,175.32,109.56
54647,NC,Surry,2015,1.09,208.51,177.24,110.76
54648,NC,Surry,2016,5.55,220.08,187.08,116.91
54649,NC,Surry,2017,-0.88,218.15,185.44,115.88
54650,NC,Surry,2018,4.39,227.73,193.58,120.97
54651,NC,Swain,1998,.,100,.,88.63
54652,NC,Swain,1999,5.67,105.67,.,93.65
54653,NC,Swain,2000,6.78,112.83,.,100
54654,NC,Swain,2001,5.94,119.54,.,105.94
54655,NC,Swain,2002,4.09,124.43,.,110.28
54656,NC,Swain,2003,4.45,129.97,.,115.19
54657,NC,Swain,2004,6.34,138.2,.,122.48
54658,NC,Swain,2005,13.57,156.96,.,139.11
54659,NC,Swain,2006,4.8,164.49,.,145.79
54660,NC,Swain,2007,12.01,184.24,.,163.29
54661,NC,Swain,2008,2.08,188.07,.,166.69
54662,NC,Swain,2009,-4.67,179.3,.,158.91
54663,NC,Swain,2010,-10.35,160.75,.,142.47
54664,NC,Swain,2011,-2.2,157.21,.,139.34
54665,NC,Swain,2012,-6.07,147.68,.,130.88
54666,NC,Swain,2013,0.34,148.18,.,131.32
54667,NC,Swain,2014,-5.56,139.93,.,124.02
54668,NC,Swain,2015,1.15,141.54,.,125.44
54669,NC,Swain,2016,0.99,142.94,.,126.69
54670,NC,Swain,2017,4.82,149.84,.,132.8
54671,NC,Swain,2018,11.54,167.12,.,148.12
54676,NC,Transylvania,1990,4.32,113.96,100,63.43
54677,NC,Transylvania,1991,2.78,117.13,102.78,65.19
54678,NC,Transylvania,1992,3.79,121.57,106.68,67.67
54679,NC,Transylvania,1993,5.5,128.25,112.54,71.38
54680,NC,Transylvania,1994,-2.91,124.51,109.26,69.3
54681,NC,Transylvania,1995,9.98,136.94,120.17,76.22
54682,NC,Transylvania,1996,4.46,143.05,125.52,79.62
54683,NC,Transylvania,1997,3.43,147.96,129.83,82.36
54684,NC,Transylvania,1998,8.45,160.46,140.8,89.31
54685,NC,Transylvania,1999,5.62,169.48,148.72,94.33
54686,NC,Transylvania,2000,6.01,179.66,157.65,100
54687,NC,Transylvania,2001,7.45,193.04,169.39,107.45
54688,NC,Transylvania,2002,3.74,200.25,175.72,111.46
54689,NC,Transylvania,2003,3.58,207.42,182.01,115.45
54690,NC,Transylvania,2004,4.3,216.35,189.84,120.42
54691,NC,Transylvania,2005,3.62,224.17,196.71,124.77
54692,NC,Transylvania,2006,14.31,256.25,224.86,142.63
54693,NC,Transylvania,2007,5.91,271.4,238.15,151.06
54694,NC,Transylvania,2008,-0.7,269.5,236.48,150
54695,NC,Transylvania,2009,-1.54,265.34,232.83,147.69
54696,NC,Transylvania,2010,-6.86,247.15,216.87,137.56
54697,NC,Transylvania,2011,-3.1,239.5,210.16,133.31
54698,NC,Transylvania,2012,-1.69,235.44,206.59,131.05
54699,NC,Transylvania,2013,-4.25,225.44,197.82,125.48
54700,NC,Transylvania,2014,0.95,227.57,199.69,126.67
54701,NC,Transylvania,2015,5.22,239.46,210.12,133.29
54702,NC,Transylvania,2016,9.04,261.1,229.11,145.33
54703,NC,Transylvania,2017,1.71,265.56,233.03,147.81
54704,NC,Transylvania,2018,5.25,279.49,245.25,155.57
54718,NC,Union,1990,2.69,208.59,100,68.58
54719,NC,Union,1991,1.91,212.57,101.91,69.89
54720,NC,Union,1992,1.98,216.77,103.92,71.27
54721,NC,Union,1993,2.02,221.16,106.03,72.71
54722,NC,Union,1994,2.76,227.26,108.95,74.72
54723,NC,Union,1995,6.11,241.13,115.6,79.28
54724,NC,Union,1996,5.25,253.79,121.67,83.44
54725,NC,Union,1997,5.54,267.85,128.41,88.06
54726,NC,Union,1998,4.41,279.67,134.08,91.95
54727,NC,Union,1999,3.9,290.59,139.31,95.54
54728,NC,Union,2000,4.67,304.16,145.82,100
54729,NC,Union,2001,4.04,316.43,151.7,104.04
54730,NC,Union,2002,2.34,323.84,155.25,106.47
54731,NC,Union,2003,0.8,326.43,156.49,107.32
54732,NC,Union,2004,2.36,334.14,160.19,109.86
54733,NC,Union,2005,4.34,348.63,167.14,114.62
54734,NC,Union,2006,6.31,370.62,177.68,121.85
54735,NC,Union,2007,5.83,392.24,188.05,128.96
54736,NC,Union,2008,0.78,395.32,189.52,129.97
54737,NC,Union,2009,-4.14,378.94,181.67,124.59
54738,NC,Union,2010,-7.32,351.19,168.37,115.46
54739,NC,Union,2011,-4.9,333.98,160.12,109.81
54740,NC,Union,2012,-2.9,324.31,155.48,106.62
54741,NC,Union,2013,3.12,334.41,160.32,109.95
54742,NC,Union,2014,4.39,349.1,167.36,114.77
54743,NC,Union,2015,5.89,369.65,177.22,121.53
54744,NC,Union,2016,5.05,388.32,186.17,127.67
54745,NC,Union,2017,7.03,415.62,199.25,136.64
54746,NC,Union,2018,7.6,447.19,214.39,147.03
54751,NC,Vance,1990,2.41,110.48,100,71.71
54752,NC,Vance,1991,-4.43,105.59,95.57,68.54
54753,NC,Vance,1992,11.09,117.3,106.17,76.14
54754,NC,Vance,1993,-0.38,116.86,105.77,75.85
54755,NC,Vance,1994,1.93,119.12,107.82,77.32
54756,NC,Vance,1995,4.11,124.02,112.25,80.49
54757,NC,Vance,1996,5.07,130.3,117.93,84.57
54758,NC,Vance,1997,2.16,133.11,120.48,86.4
54759,NC,Vance,1998,5.79,140.82,127.46,91.4
54760,NC,Vance,1999,3.8,146.18,132.31,94.88
54761,NC,Vance,2000,5.4,154.07,139.45,100
54762,NC,Vance,2001,4.23,160.59,145.35,104.23
54763,NC,Vance,2002,3.51,166.23,150.45,107.89
54764,NC,Vance,2003,-0.19,165.92,150.17,107.69
54765,NC,Vance,2004,2.33,169.79,153.68,110.21
54766,NC,Vance,2005,4.54,177.5,160.65,115.21
54767,NC,Vance,2006,4.06,184.71,167.18,119.89
54768,NC,Vance,2007,2.33,189.01,171.08,122.68
54769,NC,Vance,2008,2.66,194.04,175.63,125.95
54770,NC,Vance,2009,-2.32,189.53,171.54,123.02
54771,NC,Vance,2010,-3.99,181.96,164.69,118.11
54772,NC,Vance,2011,-3.33,175.89,159.2,114.17
54773,NC,Vance,2012,-1.48,173.28,156.84,112.47
54774,NC,Vance,2013,-4.87,164.85,149.21,107
54775,NC,Vance,2014,-0.86,163.43,147.92,106.08
54776,NC,Vance,2015,-0.59,162.47,147.05,105.46
54777,NC,Vance,2016,3.47,168.1,152.15,109.11
54778,NC,Vance,2017,-2.02,164.71,149.08,106.91
54779,NC,Vance,2018,14.74,188.99,171.06,122.67
54795,NC,Wake,1990,1.48,254.21,100,69.16
54796,NC,Wake,1991,1.11,257.03,101.11,69.93
54797,NC,Wake,1992,1.8,261.65,102.92,71.18
54798,NC,Wake,1993,2.48,268.14,105.48,72.95
54799,NC,Wake,1994,6.96,286.81,112.82,78.03
54800,NC,Wake,1995,7.01,306.93,120.74,83.5
54801,NC,Wake,1996,3.32,317.1,124.74,86.27
54802,NC,Wake,1997,3.97,329.68,129.69,89.69
54803,NC,Wake,1998,3.13,339.99,133.74,92.5
54804,NC,Wake,1999,3.59,352.19,138.54,95.82
54805,NC,Wake,2000,4.36,367.56,144.59,100
54806,NC,Wake,2001,3.45,380.26,149.58,103.45
54807,NC,Wake,2002,1.95,387.68,152.5,105.47
54808,NC,Wake,2003,0.93,391.27,153.91,106.45
54809,NC,Wake,2004,2.12,399.58,157.19,108.71
54810,NC,Wake,2005,5.18,420.29,165.33,114.35
54811,NC,Wake,2006,6.7,448.46,176.41,122.01
54812,NC,Wake,2007,6.11,475.89,187.2,129.47
54813,NC,Wake,2008,2.43,487.46,191.75,132.62
54814,NC,Wake,2009,-2.38,475.86,187.19,129.46
54815,NC,Wake,2010,-3.94,457.1,179.81,124.36
54816,NC,Wake,2011,-2.87,443.97,174.64,120.79
54817,NC,Wake,2012,-1.6,436.85,171.85,118.85
54818,NC,Wake,2013,2.16,446.3,175.56,121.42
54819,NC,Wake,2014,5.44,470.59,185.12,128.03
54820,NC,Wake,2015,4.26,490.62,192.99,133.48
54821,NC,Wake,2016,6.42,522.1,205.38,142.04
54822,NC,Wake,2017,7.78,562.7,221.35,153.09
54823,NC,Wake,2018,5.85,595.62,234.3,162.05
54824,NC,Warren,1992,.,100,.,70.25
54825,NC,Warren,1993,-1.04,98.96,.,69.53
54826,NC,Warren,1994,0,98.96,.,69.52
54827,NC,Warren,1995,11.87,110.71,.,77.78
54828,NC,Warren,1996,1.55,112.42,.,78.98
54829,NC,Warren,1997,-1.28,110.99,.,77.97
54830,NC,Warren,1998,8.45,120.36,.,84.56
54831,NC,Warren,1999,3.92,125.08,.,87.88
54832,NC,Warren,2000,13.8,142.34,.,100
54833,NC,Warren,2001,5.07,149.55,.,105.07
54834,NC,Warren,2002,6.78,159.7,.,112.19
54835,NC,Warren,2003,1.35,161.86,.,113.71
54836,NC,Warren,2004,1.21,163.81,.,115.09
54837,NC,Warren,2005,11.25,182.24,.,128.03
54838,NC,Warren,2006,10.63,201.61,.,141.64
54839,NC,Warren,2007,5.15,211.98,.,148.93
54840,NC,Warren,2008,3.97,220.41,.,154.84
54841,NC,Warren,2009,-5.98,207.23,.,145.59
54842,NC,Warren,2010,-9.53,187.48,.,131.71
54843,NC,Warren,2011,-3.2,181.49,.,127.5
54844,NC,Warren,2012,-2.78,176.45,.,123.96
54845,NC,Warren,2013,1.62,179.3,.,125.96
54846,NC,Warren,2014,0.03,179.35,.,126
54847,NC,Warren,2015,2.49,183.81,.,129.14
54848,NC,Warren,2016,-3.62,177.16,.,124.46
54849,NC,Warren,2017,3.76,183.82,.,129.14
54850,NC,Warren,2018,9.27,200.86,.,141.11
54851,NC,Washington,1993,.,100,.,80.54
54852,NC,Washington,1994,-6.14,93.86,.,75.6
54853,NC,Washington,1995,11.84,104.98,.,84.55
54854,NC,Washington,1996,3,108.12,.,87.09
54855,NC,Washington,1997,3.53,111.94,.,90.16
54856,NC,Washington,1998,4.85,117.37,.,94.53
54857,NC,Washington,1999,0.95,118.47,.,95.42
54858,NC,Washington,2000,4.8,124.16,.,100
54859,NC,Washington,2001,5.34,130.79,.,105.34
54860,NC,Washington,2002,-2.35,127.71,.,102.87
54861,NC,Washington,2003,3.43,132.09,.,106.39
54862,NC,Washington,2004,6.59,140.8,.,113.4
54863,NC,Washington,2005,12.34,158.17,.,127.39
54864,NC,Washington,2006,8.16,171.07,.,137.79
54865,NC,Washington,2007,3.38,176.86,.,142.45
54866,NC,Washington,2008,0.4,177.57,.,143.02
54867,NC,Washington,2009,-5.84,167.2,.,134.67
54868,NC,Washington,2010,-1.31,165,.,132.9
54869,NC,Washington,2011,-6,155.1,.,124.92
54870,NC,Washington,2012,-5.78,146.14,.,117.71
54871,NC,Washington,2013,2.48,149.76,.,120.62
54872,NC,Washington,2014,-20.02,119.77,.,96.47
54873,NC,Washington,2015,19.3,142.9,.,115.09
54874,NC,Washington,2016,5.04,150.1,.,120.9
54875,NC,Washington,2017,-5.3,142.14,.,114.49
54876,NC,Washington,2018,-14.18,121.98,.,98.25
54877,NC,Watauga,1993,.,100,.,64.67
54878,NC,Watauga,1994,3.86,103.86,.,67.17
54879,NC,Watauga,1995,4.86,108.91,.,70.43
54880,NC,Watauga,1996,6.45,115.93,.,74.97
54881,NC,Watauga,1997,5.69,122.53,.,79.24
54882,NC,Watauga,1998,5.74,129.55,.,83.79
54883,NC,Watauga,1999,9.29,141.59,.,91.57
54884,NC,Watauga,2000,9.2,154.63,.,100
54885,NC,Watauga,2001,7.04,165.51,.,107.04
54886,NC,Watauga,2002,4.54,173.03,.,111.9
54887,NC,Watauga,2003,1.77,176.08,.,113.88
54888,NC,Watauga,2004,5.02,184.93,.,119.6
54889,NC,Watauga,2005,7.57,198.92,.,128.65
54890,NC,Watauga,2006,9.69,218.2,.,141.12
54891,NC,Watauga,2007,6.98,233.44,.,150.97
54892,NC,Watauga,2008,1.37,236.64,.,153.04
54893,NC,Watauga,2009,-2.08,231.72,.,149.86
54894,NC,Watauga,2010,-5.76,218.36,.,141.22
54895,NC,Watauga,2011,-5.86,205.57,.,132.95
54896,NC,Watauga,2012,-2.72,199.99,.,129.34
54897,NC,Watauga,2013,-2.25,195.48,.,126.42
54898,NC,Watauga,2014,-2.27,191.05,.,123.56
54899,NC,Watauga,2015,3.46,197.66,.,127.83
54900,NC,Watauga,2016,0.78,199.21,.,128.84
54901,NC,Watauga,2017,2.93,205.05,.,132.61
54902,NC,Watauga,2018,4.04,213.33,.,137.97
54917,NC,Wayne,1990,1.89,192.58,100,74.08
54918,NC,Wayne,1991,1.28,195.05,101.28,75.03
54919,NC,Wayne,1992,3.39,201.66,104.72,77.57
54920,NC,Wayne,1993,1.17,204.02,105.94,78.47
54921,NC,Wayne,1994,4.15,212.49,110.34,81.73
54922,NC,Wayne,1995,5.11,223.35,115.98,85.91
54923,NC,Wayne,1996,3.24,230.59,119.73,88.69
54924,NC,Wayne,1997,3.1,237.73,123.44,91.44
54925,NC,Wayne,1998,2.9,244.63,127.03,94.1
54926,NC,Wayne,1999,2.34,250.36,130,96.3
54927,NC,Wayne,2000,3.84,259.98,135,100
54928,NC,Wayne,2001,3.31,268.58,139.46,103.31
54929,NC,Wayne,2002,1.87,273.61,142.07,105.24
54930,NC,Wayne,2003,1.94,278.91,144.82,107.28
54931,NC,Wayne,2004,2.81,286.74,148.89,110.29
54932,NC,Wayne,2005,4.52,299.71,155.62,115.28
54933,NC,Wayne,2006,5.24,315.42,163.78,121.32
54934,NC,Wayne,2007,2.26,322.54,167.48,124.06
54935,NC,Wayne,2008,1.55,327.52,170.07,125.98
54936,NC,Wayne,2009,0.1,327.84,170.23,126.1
54937,NC,Wayne,2010,-1.75,322.11,167.26,123.9
54938,NC,Wayne,2011,-2.8,313.08,162.57,120.42
54939,NC,Wayne,2012,-0.41,311.78,161.9,119.92
54940,NC,Wayne,2013,1.53,316.54,164.36,121.75
54941,NC,Wayne,2014,-2.74,307.88,159.87,118.42
54942,NC,Wayne,2015,1.24,311.69,161.85,119.89
54943,NC,Wayne,2016,1.98,317.87,165.05,122.27
54944,NC,Wayne,2017,-2.43,310.15,161.05,119.3
54945,NC,Wayne,2018,3.79,321.91,167.15,123.82
54950,NC,Wilkes,1990,5.61,117.15,100,69.46
54951,NC,Wilkes,1991,0.86,118.16,100.86,70.06
54952,NC,Wilkes,1992,0.44,118.67,101.3,70.36
54953,NC,Wilkes,1993,1.5,120.45,102.81,71.42
54954,NC,Wilkes,1994,9.71,132.15,112.8,78.35
54955,NC,Wilkes,1995,0.91,133.34,113.82,79.06
54956,NC,Wilkes,1996,3.47,137.97,117.77,81.81
54957,NC,Wilkes,1997,8.07,149.1,127.27,88.41
54958,NC,Wilkes,1998,4.02,155.1,132.39,91.96
54959,NC,Wilkes,1999,6.05,164.49,140.4,97.53
54960,NC,Wilkes,2000,2.53,168.65,143.96,100
54961,NC,Wilkes,2001,4.19,175.72,149.99,104.19
54962,NC,Wilkes,2002,0.89,177.28,151.32,105.11
54963,NC,Wilkes,2003,1.92,180.69,154.23,107.14
54964,NC,Wilkes,2004,2.2,184.66,157.63,109.49
54965,NC,Wilkes,2005,2.83,189.89,162.09,112.59
54966,NC,Wilkes,2006,3.5,196.54,167.77,116.54
54967,NC,Wilkes,2007,5.72,207.79,177.37,123.2
54968,NC,Wilkes,2008,2.01,211.97,180.93,125.68
54969,NC,Wilkes,2009,-1.91,207.92,177.48,123.28
54970,NC,Wilkes,2010,-5.44,196.6,167.82,116.57
54971,NC,Wilkes,2011,-3.91,188.92,161.26,112.01
54972,NC,Wilkes,2012,-3.77,181.79,155.17,107.79
54973,NC,Wilkes,2013,0.47,182.64,155.9,108.29
54974,NC,Wilkes,2014,-1.5,179.91,153.57,106.67
54975,NC,Wilkes,2015,5.86,190.45,162.56,112.92
54976,NC,Wilkes,2016,0.23,190.88,162.93,113.18
54977,NC,Wilkes,2017,0.33,191.51,163.47,113.55
54978,NC,Wilkes,2018,3.25,197.73,168.79,117.24
54994,NC,Wilson,1990,2.24,269.42,100,73.88
54995,NC,Wilson,1991,1.2,272.66,101.2,74.76
54996,NC,Wilson,1992,2.8,280.3,104.04,76.86
54997,NC,Wilson,1993,1.41,284.24,105.5,77.94
54998,NC,Wilson,1994,3.61,294.51,109.31,80.76
54999,NC,Wilson,1995,5.3,310.12,115.11,85.04
55000,NC,Wilson,1996,2.53,317.96,118.02,87.19
55001,NC,Wilson,1997,2.48,325.84,120.94,89.35
55002,NC,Wilson,1998,5.34,343.26,127.4,94.12
55003,NC,Wilson,1999,2.3,351.16,130.34,96.29
55004,NC,Wilson,2000,3.86,364.69,135.36,100
55005,NC,Wilson,2001,4.1,379.65,140.91,104.1
55006,NC,Wilson,2002,1.17,384.1,142.57,105.32
55007,NC,Wilson,2003,2.28,392.86,145.82,107.72
55008,NC,Wilson,2004,0.27,393.91,146.2,108.01
55009,NC,Wilson,2005,2.83,405.07,150.35,111.07
55010,NC,Wilson,2006,4.56,423.55,157.21,116.14
55011,NC,Wilson,2007,2.38,433.64,160.95,118.9
55012,NC,Wilson,2008,1.02,438.07,162.6,120.12
55013,NC,Wilson,2009,-0.17,437.33,162.32,119.92
55014,NC,Wilson,2010,-4.17,419.08,155.55,114.91
55015,NC,Wilson,2011,-1.68,412.06,152.94,112.99
55016,NC,Wilson,2012,-1.93,404.09,149.99,110.8
55017,NC,Wilson,2013,0.04,404.25,150.05,110.85
55018,NC,Wilson,2014,-0.5,402.22,149.29,110.29
55019,NC,Wilson,2015,1.98,410.2,152.25,112.48
55020,NC,Wilson,2016,-1.11,405.63,150.55,111.22
55021,NC,Wilson,2017,0.42,407.34,151.19,111.69
55022,NC,Wilson,2018,6,431.78,160.26,118.4
55023,NC,Yadkin,1993,.,100,.,73.89
55024,NC,Yadkin,1994,1.13,101.13,.,74.72
55025,NC,Yadkin,1995,8.92,110.15,.,81.38
55026,NC,Yadkin,1996,3.22,113.69,.,84
55027,NC,Yadkin,1997,4.53,118.84,.,87.8
55028,NC,Yadkin,1998,2.49,121.79,.,89.99
55029,NC,Yadkin,1999,4.58,127.37,.,94.11
55030,NC,Yadkin,2000,6.26,135.34,.,100
55031,NC,Yadkin,2001,1.17,136.93,.,101.17
55032,NC,Yadkin,2002,2.58,140.46,.,103.78
55033,NC,Yadkin,2003,-0.04,140.41,.,103.74
55034,NC,Yadkin,2004,2.35,143.7,.,106.18
55035,NC,Yadkin,2005,3.59,148.87,.,109.99
55036,NC,Yadkin,2006,3.65,154.3,.,114
55037,NC,Yadkin,2007,2.25,157.76,.,116.57
55038,NC,Yadkin,2008,-0.25,157.37,.,116.27
55039,NC,Yadkin,2009,-0.94,155.89,.,115.18
55040,NC,Yadkin,2010,-1.81,153.07,.,113.1
55041,NC,Yadkin,2011,-1.68,150.5,.,111.2
55042,NC,Yadkin,2012,-1.87,147.68,.,109.12
55043,NC,Yadkin,2013,-2.54,143.93,.,106.35
55044,NC,Yadkin,2014,0.18,144.19,.,106.53
55045,NC,Yadkin,2015,2.67,148.04,.,109.38
55046,NC,Yadkin,2016,0.97,149.48,.,110.44
55047,NC,Yadkin,2017,1.46,151.66,.,112.06
55048,NC,Yadkin,2018,2.86,155.99,.,115.26
55049,NC,Yancey,1998,.,100,.,82.56
55050,NC,Yancey,1999,4.35,104.35,.,86.15
55051,NC,Yancey,2000,16.08,121.13,.,100
55052,NC,Yancey,2001,9.12,132.18,.,109.12
55053,NC,Yancey,2002,2.29,135.2,.,111.62
55054,NC,Yancey,2003,0.7,136.15,.,112.4
55055,NC,Yancey,2004,6.33,144.76,.,119.51
55056,NC,Yancey,2005,4.96,151.94,.,125.44
55057,NC,Yancey,2006,8.72,165.19,.,136.38
55058,NC,Yancey,2007,7.35,177.34,.,146.4
55059,NC,Yancey,2008,4.88,185.98,.,153.54
55060,NC,Yancey,2009,-2.54,181.25,.,149.64
55061,NC,Yancey,2010,-2.5,176.72,.,145.89
55062,NC,Yancey,2011,-2.83,171.71,.,141.76
55063,NC,Yancey,2012,-1.48,169.17,.,139.66
55064,NC,Yancey,2013,-6.02,158.99,.,131.25
55065,NC,Yancey,2014,2.45,162.88,.,134.47
55066,NC,Yancey,2015,-0.39,162.24,.,133.94
55067,NC,Yancey,2016,1.68,164.97,.,136.19
55068,NC,Yancey,2017,9.71,180.99,.,149.42
55069,NC,Yancey,2018,0.98,182.76,.,150.88
