Fraud,Consumer State Name Cleansed,Blank,DC Only,Fraud Only,IDT Only,Parameter DWM,Product Product Code Desc,Tooltip lt 100 text,# Reports by Category Overall PSC State,# Reports by Category Overall State,% reporting loss,F1,Median Losses by Category Overall State,Median Losses by Category Overall State PSC,Number of Records,Reporting a Loss State,State Total Reports,Total Losses by Category Overall State,Total Losses by Category Overall State PSC
Fraud,Idaho,,False,True,False,By Day,"Mobile: Accessories, Devices, and Services","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,358,55.586592179,1219,400,70.2,1,199,556,462187.74,70.2
Fraud,Idaho,,False,True,False,By Day,Mobile: Applications\Other Downloads,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,358,55.586592179,1220,400,,1,199,556,462187.74,0
Fraud,Idaho,,False,True,False,By Day,Mobile: Carrier Rates\Plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,358,55.586592179,1221,400,,1,199,556,462187.74,0
Fraud,Idaho,,False,True,False,By Day,Mobile: Text Messages,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",12,358,55.586592179,1222,400,,1,199,556,462187.74,0
Fraud,Idaho,,False,True,False,By Day,Mobile: Unauthorized Charges or Debits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,358,55.586592179,1223,400,,1,199,556,462187.74,0
Fraud,Idaho,,False,True,False,By Day,Office: Ad Space\Directory Listings,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,358,55.586592179,1224,400,2674.135,1,199,556,462187.74,11386.16
Fraud,Idaho,,False,True,False,By Day,Online Payment Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,358,55.586592179,1225,400,1800,1,199,556,462187.74,3600
Fraud,Idaho,,False,True,False,By Day,Online Shopping,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",103,358,55.586592179,1226,400,74.87,1,199,556,462187.74,28680.16
Fraud,Idaho,,False,True,False,By Day,Other (Note in Comments),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",20,358,55.586592179,1227,400,1625,1,199,556,462187.74,7960.2
Fraud,Idaho,,False,True,False,By Day,Prizes\Sweepstakes\Lotteries,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,358,55.586592179,1228,400,,1,199,556,462187.74,0
Fraud,Idaho,,False,True,False,By Day,Romance Scams,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,358,55.586592179,1229,400,550,1,199,556,462187.74,3550
Fraud,Idaho,,False,True,False,By Day,Social Networking Service,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,358,55.586592179,1230,400,,1,199,556,462187.74,0
Fraud,Idaho,,False,True,False,By Day,Telemarketing Practices,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",20,358,55.586592179,1231,400,1436.825,1,199,556,462187.74,2873.65
Fraud,Idaho,,False,True,False,By Day,Telephone: Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,358,55.586592179,1232,400,65,1,199,556,462187.74,130
Fraud,Idaho,,False,True,False,By Day,Travel\Vacations,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",104,358,55.586592179,1233,400,1156,1,199,556,462187.74,192137.56
Fraud,Idaho,,False,True,False,By Day,Unsolicited Email,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",12,358,55.586592179,1234,400,21000,1,199,556,462187.74,21000
Fraud,Rhode Island,,False,True,False,By Day,Books and Magazines,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,315,52.698412698,2619,330.295,14.95,1,166,597,292555.49,14.95
Fraud,Rhode Island,,False,True,False,By Day,Business Opportunities\Work-At-Home Plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,315,52.698412698,2620,330.295,2350,1,166,597,292555.49,4700
Fraud,Rhode Island,,False,True,False,By Day,Counterfeit Check Scams,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,315,52.698412698,2621,330.295,,1,166,597,292555.49,0
Fraud,Rhode Island,,False,True,False,By Day,Credit Repair,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,315,52.698412698,2622,330.295,,1,166,597,292555.49,0
Fraud,Rhode Island,,False,True,False,By Day,Health Care: Diet Products\Centers\Plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",15,315,52.698412698,2623,330.295,165,1,166,597,292555.49,1768.14
Fraud,Rhode Island,,False,True,False,By Day,Health Care: Drugs-OTC\Prescription,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,315,52.698412698,2624,330.295,115,1,166,597,292555.49,115
Fraud,Rhode Island,,False,True,False,By Day,Imposter: Business,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,315,52.698412698,2625,330.295,600,1,166,597,292555.49,112910
Fraud,Rhode Island,,False,True,False,By Day,Imposter: Family\Friend,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,315,52.698412698,2626,330.295,375,1,166,597,292555.49,375
Fraud,Rhode Island,,False,True,False,By Day,Imposter: Government,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",11,315,52.698412698,2627,330.295,,1,166,597,292555.49,0
Fraud,Rhode Island,,False,True,False,By Day,Internet Information Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",12,315,52.698412698,2628,330.295,127.9,1,166,597,292555.49,2188.95
Fraud,Rhode Island,,False,True,False,By Day,Internet Web Site Design\Promotion,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,315,52.698412698,2629,330.295,454.22,1,166,597,292555.49,454.22
Fraud,Rhode Island,,False,True,False,By Day,"Mobile: Accessories, Devices, and Services","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,315,52.698412698,2630,330.295,5.35,1,166,597,292555.49,5.35
Fraud,Rhode Island,,False,True,False,By Day,Mobile: Carrier Rates\Plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,315,52.698412698,2631,330.295,,1,166,597,292555.49,0
Fraud,Rhode Island,,False,True,False,By Day,Mobile: Text Messages,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",15,315,52.698412698,2632,330.295,4107,1,166,597,292555.49,4107
Fraud,Rhode Island,,False,True,False,By Day,Office Supplies and Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,315,52.698412698,2633,330.295,,1,166,597,292555.49,0
Fraud,Rhode Island,,False,True,False,By Day,Office: Ad Space\Directory Listings,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,315,52.698412698,2634,330.295,1100,1,166,597,292555.49,1100
Fraud,Rhode Island,,False,True,False,By Day,Online Payment Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",12,315,52.698412698,2635,330.295,250,1,166,597,292555.49,842.75
Fraud,Rhode Island,,False,True,False,By Day,Online Shopping,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",97,315,52.698412698,2636,330.295,84.97,1,166,597,292555.49,131745.03
Fraud,Rhode Island,,False,True,False,By Day,Other (Note in Comments),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",13,315,52.698412698,2637,330.295,876.75,1,166,597,292555.49,20882.3
Fraud,Rhode Island,,False,True,False,By Day,Prizes\Sweepstakes\Lotteries,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,315,52.698412698,2638,330.295,1600,1,166,597,292555.49,1600
Fraud,Rhode Island,,False,True,False,By Day,Real Estate (not Timeshares),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,315,52.698412698,2639,330.295,,1,166,597,292555.49,0
Fraud,Rhode Island,,False,True,False,By Day,Tax Preparers,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,315,52.698412698,2640,330.295,,1,166,597,292555.49,0
Fraud,Rhode Island,,False,True,False,By Day,Tech Support Scams,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,315,52.698412698,2641,330.295,,1,166,597,292555.49,0
Fraud,Rhode Island,,False,True,False,By Day,Telemarketing Practices,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",13,315,52.698412698,2642,330.295,600,1,166,597,292555.49,600
Fraud,Rhode Island,,False,True,False,By Day,Telephone: Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,315,52.698412698,2643,330.295,,1,166,597,292555.49,0
Fraud,Rhode Island,,False,True,False,By Day,Timeshare Sales,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,315,52.698412698,2644,330.295,,1,166,597,292555.49,0
Fraud,Rhode Island,,False,True,False,By Day,Travel\Vacations,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",93,315,52.698412698,2645,330.295,1374.6,1,166,597,292555.49,119821.8
Fraud,Rhode Island,,False,True,False,By Day,Unsolicited Email,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,315,52.698412698,2646,330.295,,1,166,597,292555.49,0
Fraud,West Virginia,,False,True,False,By Day,Books and Magazines,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,376,51.329787234,3099,140,49.275,1,193,636,259097.52,98.55
Fraud,West Virginia,,False,True,False,By Day,Business Opportunities\Work-At-Home Plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,376,51.329787234,3100,140,4268,1,193,636,259097.52,4268
Fraud,West Virginia,,False,True,False,By Day,Counterfeit Check Scams,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,376,51.329787234,3101,140,,1,193,636,259097.52,0
Fraud,West Virginia,,False,True,False,By Day,Health Care: Diet Products\Centers\Plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",11,376,51.329787234,3102,140,85.48,1,193,636,259097.52,170.96
Fraud,West Virginia,,False,True,False,By Day,Health Care: Dietary Supplements\Herbal Remedies,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,376,51.329787234,3103,140,180.8,1,193,636,259097.52,180.8
Fraud,West Virginia,,False,True,False,By Day,Imposter: Business,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,376,51.329787234,3104,140,475,1,193,636,259097.52,1164.85
Fraud,West Virginia,,False,True,False,By Day,Imposter: Government,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",14,376,51.329787234,3105,140,1375,1,193,636,259097.52,2750
Fraud,West Virginia,,False,True,False,By Day,Internet Information Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",15,376,51.329787234,3106,140,105,1,193,636,259097.52,4793.6
Fraud,West Virginia,,False,True,False,By Day,Internet Web Site Design\Promotion,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,376,51.329787234,3107,140,596.32,1,193,636,259097.52,596.32
Fraud,West Virginia,,False,True,False,By Day,Malware and Computer Exploits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,376,51.329787234,3108,140,,1,193,636,259097.52,0
Fraud,West Virginia,,False,True,False,By Day,"Mobile: Accessories, Devices, and Services","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,376,51.329787234,3109,140,,1,193,636,259097.52,0
Fraud,West Virginia,,False,True,False,By Day,Mobile: Text Messages,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",14,376,51.329787234,3110,140,,1,193,636,259097.52,0
Fraud,West Virginia,,False,True,False,By Day,Office: Ad Space\Directory Listings,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,376,51.329787234,3111,140,1251.515,1,193,636,259097.52,2503.03
Fraud,West Virginia,,False,True,False,By Day,Online Payment Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",11,376,51.329787234,3112,140,54.28,1,193,636,259097.52,108.56
Fraud,West Virginia,,False,True,False,By Day,Online Shopping,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",134,376,51.329787234,3113,140,68,1,193,636,259097.52,30586.53
Fraud,West Virginia,,False,True,False,By Day,Other (Note in Comments),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",33,376,51.329787234,3114,140,985,1,193,636,259097.52,25840.25
Fraud,West Virginia,,False,True,False,By Day,Prizes\Sweepstakes\Lotteries,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,376,51.329787234,3115,140,,1,193,636,259097.52,495
Fraud,West Virginia,,False,True,False,By Day,Real Estate (not Timeshares),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,376,51.329787234,3116,140,500,1,193,636,259097.52,500
Fraud,West Virginia,,False,True,False,By Day,Recovery\Refund Companies,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,376,51.329787234,3117,140,,1,193,636,259097.52,0
